pathway,ES_Py,NES_Py,Pvalue_Py,NES_GSEApy,NES_Blitz,ES_R,NES_R,Pvalue_R,log10P_Py,log10P_R
NULL_PATH_7,-0.18813663590611832,-0.904829681282019,0.734375,-0.9132424682785748,-0.43314811950856513,-0.188136635906118,-0.905644441501886,0.73921568627451,0.13408211604816972,0.1312288258921434
NULL_PATH_45,-0.21830262180966453,-0.9222378691064017,0.734375,-0.8970958289172575,-0.2737229066818897,-0.218302621809665,-0.913179746019485,0.64299424184261,0.13408211604816972,0.19179291626267947
NULL_PATH_3,-0.19644573827471923,-0.8734869943096213,0.75,-0.8758598416715725,-0.2619207109788628,-0.196445738274719,-0.876531046179399,0.762645914396887,0.12493873660829995,0.11767705197481858
NULL_PATH_68,0.20908572649608637,0.8443245123545582,0.75,0.872986121851025,0.45610782620718765,0.209085726496086,0.847182325320003,0.765560165975104,0.12493873660829995,0.11602067207978906
NULL_PATH_42,0.1885388651053107,0.8837929354094284,0.765625,0.890048945107486,0.309426304894391,0.188538865105311,0.885309702660476,0.770661157024794,0.11598389395537351,0.11313652983572453
NULL_PATH_54,-0.1958617089038687,-0.8646191996795325,0.78125,-0.8784281538052754,-0.35086524636249483,-0.195861708903868,-0.863761262204997,0.761627906976744,0.10720996964786837,0.11825715125178476
NULL_PATH_67,0.20412891850337872,0.8698083315524295,0.78125,0.8522259306633434,0.35282504796692515,0.204128918503379,0.867530638673269,0.769392033542977,0.10720996964786837,0.11385231478802453
NULL_PATH_32,-0.18586016137454578,-0.8792565363339004,0.78125,-0.9056670775679696,-0.19705487972458458,-0.185860161374546,-0.882165830559632,0.79047619047619,0.10720996964786837,0.10211120669386443
NULL_PATH_47,-0.18526753237890498,-0.8375319109122746,0.796875,-0.8536773718357775,-0.14391655098990086,-0.185267532378905,-0.840451945742769,0.855212355212355,0.09860979788595081,0.0679260335221636
NULL_PATH_8,0.18151581283270013,0.8508717444386574,0.796875,0.8333305658075234,0.21692936794245393,0.1815158128327,0.852332012274142,0.840909090909091,0.09860979788595081,0.07525095241919236
NULL_PATH_17,-0.27699397881635396,-0.7951354028153008,0.8125,-0.7709844235619377,-0.15881596122520697,-0.276993978816354,-0.803669800815124,0.766871165644172,0.09017663034908802,0.11527759139590125
NULL_PATH_14,-0.19680462970813542,-0.8596712859878615,0.8125,-0.8457210961064991,-0.40968777119128946,-0.196804629708135,-0.861521258801399,0.767485822306238,0.09017663034908802,0.11492963845799177
NULL_PATH_9,0.22057090977084862,0.8285669356551765,0.8217821782178217,0.8167121680477347,0.284718678097179,0.220570909770849,0.830724240251185,0.75,0.0852432814065687,0.12493873660829995
NULL_PATH_51,0.1716922017728922,0.8176628659729865,0.875,0.8381276768701096,0.1789658347498841,0.171692201772892,0.83327837309024,0.893081761006289,0.057991946977686754,0.04910877993739515
NULL_PATH_4,-0.18033347629512494,-0.7954127967088,0.921875,-0.8077428840804303,-0.18596050679341286,-0.180333476295125,-0.791816320558398,0.896946564885496,0.03532796234174298,0.0472334290480093
NULL_PATH_10,0.21558636819244914,0.714960178663097,0.9306930693069307,0.7104897893354604,0.09533588794300674,0.215586368192449,0.729236729124239,0.874751491053678,0.03119352018294389,0.05811530856973993
NULL_PATH_69,0.1697501024343972,0.8001559464435989,0.9504950495049505,0.8210692155146314,0.11092448414032335,0.169750102434397,0.798790964828639,0.939330543933054,0.02205014074307418,0.027181555608795867
NULL_PATH_41,-0.1745534910317135,-0.7727948420799594,0.953125,-0.759849593443127,-0.1267030640217014,-0.174553491031713,-0.765536198043108,0.935672514619883,0.020850138973120137,0.02887612773622908
NULL_PATH_6,0.20351158356510032,0.5762170798577423,0.96875,0.5815217909785795,-0.0,0.2035115835651,0.580936022698834,0.95703125,0.013788284485633297,0.019073880947317094
NULL_PATH_57,-0.17801947450498404,-0.743230565433492,0.96875,-0.7602465374409942,-0.05132041068684302,-0.178019474504984,-0.744706677176407,0.928030303030303,0.013788284485633297,0.03243784250529862
NULL_PATH_27,0.13672533086599908,0.6399009047685971,1.0,0.6428728345206782,0.006324437671053677,0.136725330865999,0.648780041748641,1.0,-0.0,-0.0
NULL_PATH_21,0.14445028493549514,0.6876557030420055,1.0,0.6793618319491178,0.007698339990145049,0.144450284935495,0.686810268784031,0.993657505285412,-0.0,0.002763282802094231
NULL_PATH_76,0.14618196747794296,0.6937389063588884,1.0,0.6872140074846713,0.008876752100750106,0.146181967477943,0.697219916416963,0.993788819875776,-0.0,0.0027058933759250793
