example_type,gene,pathway,series,pt,value,padj
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.30953723192214966,0.5033019747975969,
Monotonic up,HBB,heme Metabolism,expression_raw,0.309583455324173,0.8614354280041484,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.309583455324173,0.4981400491107463,
Monotonic up,HBB,heme Metabolism,expression_raw,0.30962854623794556,-1.5658359932666148,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.30962854623794556,0.4933355339480187,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3109959363937378,0.9451280567153262,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3109959363937378,0.48987942072517604,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3113027513027191,1.2781328638850282,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3113027513027191,0.48849126620210354,
Monotonic up,HBB,heme Metabolism,expression_raw,0.31271883845329285,0.4682973585201885,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.31271883845329285,0.5074268569997682,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3127703070640564,0.7464936036138048,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3127703070640564,0.5002832224272193,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3134344518184662,0.11790013924322376,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3134344518184662,0.5020123862363539,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3134642541408539,0.611348023442757,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3134642541408539,0.5041607226706855,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3140181303024292,0.15119349584679806,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3140181303024292,0.49146204507797936,
Monotonic up,HBB,heme Metabolism,expression_raw,0.31415286660194397,-0.38152204177079735,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.31415286660194397,0.4901454208539044,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3166263997554779,0.9299582913842189,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3166263997554779,0.4962114590816599,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3173731565475464,1.2694100381603743,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3173731565475464,0.4906015127522188,
Monotonic up,HBB,heme Metabolism,expression_raw,0.31741517782211304,0.7744695372993424,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.31741517782211304,0.48766448628498166,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3180959224700928,1.2524412426883742,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3180959224700928,0.4938311133615689,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3189247250556946,1.0066926529952043,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3189247250556946,0.4985516971036038,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3190953731536865,0.5691640797345606,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3190953731536865,0.5013277803980962,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3193548321723938,0.38907491945652256,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3193548321723938,0.5022249047839042,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32046595215797424,1.0920632785229143,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32046595215797424,0.5112489364807238,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32174259424209595,0.625970074679447,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32174259424209595,0.509937661809861,
Monotonic up,HBB,heme Metabolism,expression_raw,0.321834534406662,0.9325156948866126,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.321834534406662,0.5057817869495937,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3228854238986969,-0.29223698404382664,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3228854238986969,0.503302163769486,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3232393264770508,0.099458260969036,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3232393264770508,0.5048682511795829,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3234393894672394,1.606936742252236,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3234393894672394,0.5104810257460234,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32359081506729126,-0.5415330757946827,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32359081506729126,0.5094241731879394,
Monotonic up,HBB,heme Metabolism,expression_raw,0.325119286775589,1.4192772539489156,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.325119286775589,0.5148605748366423,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32533836364746094,1.6592633551452287,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32533836364746094,0.5150426574956226,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3255147337913513,0.6494907563745933,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3255147337913513,0.5205735121139629,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3261900842189789,0.5264389332183843,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3261900842189789,0.5105695305400882,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32620325684547424,0.8923065860531117,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32620325684547424,0.511393529146116,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32652562856674194,-0.4699920396425795,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32652562856674194,0.5054855120022951,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3273395001888275,-0.4877969608964767,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3273395001888275,0.49151203892294726,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3275628983974457,1.6295918058680936,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3275628983974457,0.4910588843326554,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3279367983341217,1.195902593504259,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3279367983341217,0.48767503954061925,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3283926844596863,-1.5228189879113154,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3283926844596863,0.4838945541675703,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32857510447502136,0.7717566289561563,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32857510447502136,0.48221950987827317,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32885608077049255,0.9060346759636694,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32885608077049255,0.4732886273718825,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32896795868873596,0.06666052816838179,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32896795868873596,0.47840167655761984,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32904210686683655,0.9089639888266777,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32904210686683655,0.48152684546696883,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3292936384677887,0.6455717279731418,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3292936384677887,0.4794396775844219,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32967665791511536,0.849856828651541,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32967665791511536,0.4791120104746979,
Monotonic up,HBB,heme Metabolism,expression_raw,0.32986536622047424,1.0267642679629196,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.32986536622047424,0.4812528463737764,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3310824930667877,-1.5296261548644818,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3310824930667877,0.48536048647639346,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33129772543907166,0.7065261784121761,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33129772543907166,0.48644831013202217,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33177587389945984,0.505594390248897,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33177587389945984,0.5060965012411676,
Monotonic up,HBB,heme Metabolism,expression_raw,0.331878662109375,1.2741154001533213,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.331878662109375,0.5123606175202965,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3323795795440674,0.8480447759377737,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3323795795440674,0.5140589066202325,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3334524929523468,0.2727860248073923,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3334524929523468,0.5236473022300017,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3334537148475647,0.9539684686126975,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3334537148475647,0.5305776496847663,
Monotonic up,HBB,heme Metabolism,expression_raw,0.333686500787735,0.5613401945550796,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.333686500787735,0.5322338804908128,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3347703218460083,0.8942592059505512,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3347703218460083,0.5355545021373695,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3350297808647156,1.3963238202074977,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3350297808647156,0.5285811375783248,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3350988030433655,0.7615044169524763,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3350988030433655,0.5234331805920625,
Monotonic up,HBB,heme Metabolism,expression_raw,0.335477352142334,0.41034997336455875,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.335477352142334,0.5270076029002186,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33555328845977783,0.2529545614041519,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33555328845977783,0.5210652715051624,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3359115719795227,0.09333382154964488,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3359115719795227,0.515862786616859,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33594462275505066,1.0786373889064091,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33594462275505066,0.5121829154579958,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3362431526184082,0.5572909404248855,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3362431526184082,0.523074681894242,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3371567130088806,0.7210176209032745,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3371567130088806,0.5368884711906838,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33782365918159485,-0.5274828687139119,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33782365918159485,0.5365865930366304,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33794552087783813,0.47445052420327277,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33794552087783813,0.5367830984360398,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3382784128189087,0.3788556469018775,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3382784128189087,0.5403734983808411,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33839523792266846,0.8395126926040428,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33839523792266846,0.5424119876120382,
Monotonic up,HBB,heme Metabolism,expression_raw,0.33850327134132385,0.8548398778601888,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.33850327134132385,0.5397462512181591,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3402596116065979,0.6619073965933439,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3402596116065979,0.5373575425407704,
Monotonic up,HBB,heme Metabolism,expression_raw,0.34068700671195984,0.6265055322346883,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.34068700671195984,0.5350717334959858,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3415597975254059,0.040325821681849255,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3415597975254059,0.5457868606782746,
Monotonic up,HBB,heme Metabolism,expression_raw,0.342246413230896,0.7223122178537149,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.342246413230896,0.5503727036585097,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3426647186279297,-1.2007112016109935,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3426647186279297,0.545449377176454,
Monotonic up,HBB,heme Metabolism,expression_raw,0.34309637546539307,0.8639598920575072,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.34309637546539307,0.5494567810086637,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3436568081378937,0.8415511082757126,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3436568081378937,0.5561417009052682,
Monotonic up,HBB,heme Metabolism,expression_raw,0.34370318055152893,0.3674961331870369,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.34370318055152893,0.5620053134599312,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3437821865081787,0.43925778704430385,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3437821865081787,0.5580463016505685,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3453158736228943,0.7695079370342522,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3453158736228943,0.5594137580445694,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3455686867237091,0.41943206889380213,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3455686867237091,0.5595989657151939,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3456287086009979,0.30473384321957686,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3456287086009979,0.5605069845206542,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3456786870956421,0.12373769904253208,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3456786870956421,0.5619299783577955,
Monotonic up,HBB,heme Metabolism,expression_raw,0.34599944949150085,-0.20328208684090315,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.34599944949150085,0.5648195234184035,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3462577760219574,0.245241368094102,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3462577760219574,0.57447254614601,
Monotonic up,HBB,heme Metabolism,expression_raw,0.34628304839134216,0.5349062867045932,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.34628304839134216,0.5561385086754351,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3464767038822174,0.2678098699020308,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3464767038822174,0.5531395273304315,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3467298150062561,-0.2951908099851865,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3467298150062561,0.5562039005587033,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3470339775085449,0.3397205173136532,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3470339775085449,0.5565337389427515,
Monotonic up,HBB,heme Metabolism,expression_raw,0.34854379296302795,0.9793521442625602,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.34854379296302795,0.5643398404723647,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3491789698600769,-0.6672055002334104,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3491789698600769,0.5657961719946024,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3495147228240967,0.4993435552692557,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3495147228240967,0.5715177208096925,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3497617542743683,0.7843444777065183,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3497617542743683,0.5772010440359211,
Monotonic up,HBB,heme Metabolism,expression_raw,0.34979021549224854,0.031539032143371996,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.34979021549224854,0.5688775552294373,
Monotonic up,HBB,heme Metabolism,expression_raw,0.35030293464660645,0.5814470470729254,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.35030293464660645,0.559564640049549,
Monotonic up,HBB,heme Metabolism,expression_raw,0.35082241892814636,0.8309449887033323,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.35082241892814636,0.5608445250945218,
Monotonic up,HBB,heme Metabolism,expression_raw,0.35303035378456116,1.2497938302264084,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.35303035378456116,0.5546759296664444,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3536126911640167,-0.0037552044806462657,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3536126911640167,0.5546950906550483,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3542102575302124,0.8638675849968397,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3542102575302124,0.5560167194635177,
Monotonic up,HBB,heme Metabolism,expression_raw,0.35474616289138794,1.0721433382274987,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.35474616289138794,0.5578589544123124,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3548993468284607,0.5623705098795424,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3548993468284607,0.55353313167854,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3551251292228699,-0.5016039522779783,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3551251292228699,0.5579370594111328,
Monotonic up,HBB,heme Metabolism,expression_raw,0.35608789324760437,0.40468592019795735,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.35608789324760437,0.5524385177175775,
Monotonic up,HBB,heme Metabolism,expression_raw,0.35663920640945435,0.811839342229407,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.35663920640945435,0.5602297196381016,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3586161136627197,0.8910127551363698,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3586161136627197,0.5606853853984646,
Monotonic up,HBB,heme Metabolism,expression_raw,0.35881686210632324,0.6404553889009575,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.35881686210632324,0.5563881291266536,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3602566719055176,1.0816421560887184,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3602566719055176,0.564491540510019,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36041325330734253,1.0756203651849243,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36041325330734253,0.5494169764264999,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3612397313117981,0.8886162187106581,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3612397313117981,0.5464731393616453,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36130547523498535,-0.48438121663493006,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36130547523498535,0.5454693663438743,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36431121826171875,0.6669521115147197,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36431121826171875,0.550329132321239,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3646978735923767,-0.3228262416917473,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3646978735923767,0.5449459776241873,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3651633560657501,-1.0579361173114552,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3651633560657501,0.5498441289921453,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36691123247146606,0.6560503029347241,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36691123247146606,0.5561157102950313,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36784303188323975,-0.38608530451267514,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36784303188323975,0.5505528598188344,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3681049346923828,0.5168367008078693,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3681049346923828,0.5493100107276087,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3683342933654785,0.7004649367729101,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3683342933654785,0.5639363626601126,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36878710985183716,-0.42184643867592025,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36878710985183716,0.5616045966664898,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36908814311027527,0.830715561610636,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36908814311027527,0.5576846855507102,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36925023794174194,1.2794669115709405,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36925023794174194,0.569508481636754,
Monotonic up,HBB,heme Metabolism,expression_raw,0.36943361163139343,0.6178535646271446,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.36943361163139343,0.5565459422146833,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37088045477867126,1.0619972218910592,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37088045477867126,0.5543810066925277,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37118417024612427,0.9687984979985264,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37118417024612427,0.5493528046167714,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3714083731174469,0.7520167065798848,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3714083731174469,0.5449481565081177,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37216806411743164,1.1716365610204866,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37216806411743164,0.5572749830805239,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3722451329231262,1.3840921771269314,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3722451329231262,0.5599303247522297,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37256890535354614,0.9505615337386835,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37256890535354614,0.5596815920884101,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37274518609046936,0.6821437088062338,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37274518609046936,0.5505611974107779,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3738483190536499,0.8431961656432101,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3738483190536499,0.5405676080225413,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3740369379520416,1.2315878903313542,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3740369379520416,0.5462325641957541,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37410736083984375,0.7558395977521765,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37410736083984375,0.5458644012979628,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3754473626613617,1.1549159604667956,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3754473626613617,0.5484530828186877,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37690362334251404,-0.46837838965671996,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37690362334251404,0.5499186397202679,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37722235918045044,0.511917615413045,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37722235918045044,0.5359544262634907,
Monotonic up,HBB,heme Metabolism,expression_raw,0.377666175365448,0.9181395404671363,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.377666175365448,0.5342067990129943,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3782021403312683,0.09354409779987913,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3782021403312683,0.5368871433143886,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3784993588924408,0.04787010456138313,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3784993588924408,0.5384132016589366,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3786233365535736,0.5948545518806668,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3786233365535736,0.5396679648570557,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37907612323760986,0.3912761172891205,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37907612323760986,0.5407589262070057,
Monotonic up,HBB,heme Metabolism,expression_raw,0.37945348024368286,1.1842669246411146,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.37945348024368286,0.5417855863839206,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3795461654663086,0.5495781301316848,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3795461654663086,0.5386625735296834,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3797760605812073,0.7871136895265431,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3797760605812073,0.5536967737249774,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38054242730140686,0.8259822393876944,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38054242730140686,0.5583654777079556,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38186895847320557,1.4422234103701979,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38186895847320557,0.5494147163734356,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3819236159324646,0.5564915842605159,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3819236159324646,0.5410821848181603,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3820749819278717,0.25967382599041694,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3820749819278717,0.5393382609093851,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3830315172672272,0.6487247226761078,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3830315172672272,0.5404022563512272,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3836404085159302,0.8935291758358945,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3836404085159302,0.5379614878207665,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3843075931072235,1.3081441491074415,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3843075931072235,0.5483448995827923,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38431307673454285,0.9156418875932245,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38431307673454285,0.5496654402175641,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38449421525001526,1.4828626471253983,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38449421525001526,0.5589229498541545,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38453367352485657,1.3026869250394313,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38453367352485657,0.5586205441007325,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38553839921951294,0.7845857783215412,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38553839921951294,0.5389967075364746,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38588637113571167,0.28943232009233016,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38588637113571167,0.5460236031391379,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3860495984554291,0.4086218013407756,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3860495984554291,0.5446483900198059,
Monotonic up,HBB,heme Metabolism,expression_raw,0.38610103726387024,0.8417927919075847,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.38610103726387024,0.5392569154865587,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3885997235774994,0.48050831869089566,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3885997235774994,0.5417575208877057,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3896487355232239,0.9097920712547405,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3896487355232239,0.5426004902421804,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3897486925125122,1.297756732155979,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3897486925125122,0.5513361660552996,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3899237811565399,-0.10822956139803556,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3899237811565399,0.5585145181882165,
Monotonic up,HBB,heme Metabolism,expression_raw,0.39107486605644226,-1.8233116013414736,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.39107486605644226,0.562530751700242,
Monotonic up,HBB,heme Metabolism,expression_raw,0.3920125365257263,0.8252866807894697,
Monotonic up,HBB,heme Metabolism,expression_smoothed,0.3920125365257263,0.5633151676709557,
