n_windows,stateless_time,stateful_time,speedup
100,10.094051361083984,5.188636302947998,1.9454150901555587
300,30.601045608520508,15.542719841003418,1.9688346648179011
1000,102.04470634460449,52.12846493721008,1.9575620818207413
