window_start,window_cells,pt_mid,spearman_nes,top10_overlap,sig_jaccard
3100,476,0.8032417297363281,0.8864391422530957,0.9,0.8333333333333334
3150,426,0.8048118948936462,0.8711869525823015,1.0,0.8333333333333334
3200,376,0.8071787059307098,0.8246753246753247,0.9,0.6666666666666666
3250,326,0.8087705969810486,0.7783147085472667,0.9,0.6666666666666666
3300,276,0.8106247186660767,0.765176683781335,0.8,0.5
3350,226,0.8132745623588562,0.6958622772576261,0.8,0.3333333333333333
