pathway,ES_Py,NES_Py,Pvalue_Py,ES_R,NES_R,Pvalue_R,Regime,log10P_Py,log10P_R
NULL_PATH_46,0.30024930324080235,1.4342373535781914,0.008056640625,0.300249303240802,1.39542366354648,0.0173570326757183,Synthetic medium,2.093846008089887,1.7605245189470535
NULL_PATH_331,-0.3592929465598884,-1.484576827673954,0.01509938530159037,-0.359292946559888,-1.50530824475192,0.0179247319296397,Synthetic medium,1.8210407325453244,1.7465473306308064
NULL_PATH_88,-0.2952405651162385,-1.4330068367102926,0.01611328125,-0.295240565116239,-1.41565667283157,0.0097562184495598,Synthetic medium,1.7928160124259056,2.010718484047497
NULL_PATH_27,0.28081159878911977,1.330463856183975,0.01611328125,0.28081159878912,1.3196371200935,0.037509237108116,Synthetic medium,1.7928160124259056,1.4258617687766246
NULL_PATH_315,0.5699870244060224,1.6389143579808236,0.017551587262334592,0.569987024406023,1.6335243471572,0.0113559116141202,Synthetic medium,1.755683602383205,1.944777996354815
NULL_PATH_120,-0.274572006665714,-1.3458679917447927,0.021451939987297833,-0.274572006665714,-1.34476616064259,0.019169408195233,Synthetic medium,1.6685334266643048,1.7173912946082182
NULL_PATH_377,-0.3888777780670777,-1.471309164010757,0.024169921875,-0.388877778067078,-1.46191185536013,0.0385138363462689,Synthetic medium,1.6167247533702245,1.4143832193405887
NULL_PATH_358,0.3746387714078968,1.4743425329629272,0.024169921875,0.374638771407897,1.46586286661675,0.0275013358591661,Synthetic medium,1.6167247533702245,1.560646210090688
NULL_PATH_204,0.29422974319650513,1.3381634712525086,0.024169921875,0.294229743196506,1.33566809783565,0.0547368421052632,Synthetic medium,1.6167247533702245,1.2617202616540482
NEG_PATH_3,-0.48261655724721275,-1.5654642004273527,0.031527851193452874,-0.482616557247213,-1.53402969514002,0.0233852366856335,Synthetic medium,1.5013056279399286,1.6310582301709404
NULL_PATH_227,-0.284708008338052,-1.3124795687351256,0.0322265625,-0.284708008338052,-1.30452239480303,0.0393833260163889,Synthetic medium,1.4917860167619246,1.404687609437916
NULL_PATH_16,-0.2894932346228406,-1.3110223631131002,0.040283203125,-0.289493234622841,-1.30751474027872,0.0870879298019925,Synthetic medium,1.394876003753868,1.0600420330938256
NULL_PATH_61,-0.2640363952961922,-1.2762572745039953,0.04833984375,-0.264036395296193,-1.26881114646055,0.061849683304695,Synthetic medium,1.3156947577062432,1.2086625197919427
NULL_PATH_6,0.27008261729145316,1.2686528778290282,0.04833984375,0.270082617291453,1.2515644099225,0.0786290322580645,Synthetic medium,1.3156947577062432,1.1044170694636983
NULL_PATH_217,0.31339462489964454,1.33257105347651,0.04833984375,0.313394624899645,1.33860720656492,0.0619469026548673,Synthetic medium,1.3156947577062432,1.2079804034691626
NULL_PATH_48,-0.4033203172859844,-1.4073132112795634,0.056396484375,-0.403320317285985,-1.38977762687378,0.0763500931098697,Synthetic medium,1.24874796807563,1.1171904289798198
NULL_PATH_226,-0.2988207576822216,-1.3102958939319302,0.056396484375,-0.298820757682222,-1.32808128119722,0.0480591497227357,Synthetic medium,1.24874796807563,1.3182239171357513
