window_size,step,runtime_s,PathwayDisplay,pt_mid,NES,padj,window_id
100,20,7.580404758453369,heme Metabolism,0.5371313,-4.056769147390277,1.4304686633443643e-06,57
100,20,7.580404758453369,heme Metabolism,0.5388783,-4.109596341256674,1.1250877127427583e-06,58
100,20,7.580404758453369,heme Metabolism,0.54026985,-4.023955184698544,3.6286442365602532e-06,59
100,20,7.580404758453369,heme Metabolism,0.54173076,-3.985858282222045,1.9416429686857496e-06,60
100,20,7.580404758453369,heme Metabolism,0.5429417,-3.9018596060183635,3.1518151693548834e-06,61
100,20,7.580404758453369,heme Metabolism,0.54481816,-3.902307854286232,1.017936502005353e-06,62
100,20,7.580404758453369,heme Metabolism,0.54609334,-4.141381405021335,8.150385556339866e-08,63
100,20,7.580404758453369,heme Metabolism,0.5470047,-4.212984080762534,7.941401311305511e-08,64
100,20,7.580404758453369,heme Metabolism,0.5479577,-4.361224846371904,5.96865959410308e-09,65
100,20,7.580404758453369,heme Metabolism,0.54885805,-4.474491489628513,5.034760552408381e-10,66
100,20,7.580404758453369,heme Metabolism,0.54986936,-4.373716144484295,1.7142779479786067e-09,67
