Pathway,ES,NES,P-value,log2err,Size,n_levels,padj,pval_capped,window_id,pt_start,pt_end,pt_mid
heme Metabolism,-0.446750274192243,-2.5561485643043675,0.20947265625,0.125,75,,0.4504979127458869,False,1,0.06430395,0.22867708,0.14649051
heme Metabolism,-0.4415886480811636,-2.5266155479068577,0.169189453125,0.125,75,,0.41572265625,False,2,0.080308154,0.23123012,0.15576914
heme Metabolism,-0.4436117982647541,-2.5381913045116127,0.185302734375,0.125,75,,0.4193693462171052,False,3,0.10059606,0.23591903,0.16825755
heme Metabolism,-0.4500910467660264,-2.5752632946390808,0.14501953125,0.125,75,,0.389739990234375,False,4,0.11907045,0.23921235,0.1791414
heme Metabolism,-0.4500817952510769,-2.575210360711511,0.1611328125,0.125,75,,0.43304443359375,False,5,0.1332953,0.24271435,0.18800482
heme Metabolism,-0.4460710582488475,-2.55226232861777,0.265869140625,0.125,75,,0.476348876953125,False,6,0.14547694,0.24733211,0.19640452
heme Metabolism,-0.4442718125674352,-2.5419676751367213,0.24169921875,0.125,75,,0.472412109375,False,7,0.15704538,0.25388083,0.20546311
heme Metabolism,-0.4354367225870935,-2.4914163853594884,0.2900390625,0.125,75,,0.4796799879807692,False,8,0.16458675,0.2577608,0.21117377
heme Metabolism,-0.4261085547088323,-2.43804387658438,0.27392578125,0.125,75,,0.4825352260044643,False,9,0.17135583,0.26477095,0.21806338
heme Metabolism,-0.4211296413222026,-2.409556278388631,0.427001953125,0.125,75,,0.5922930317540323,False,10,0.17909756,0.27503127,0.22706442
heme Metabolism,-0.4247396571188156,-2.430211524123651,0.2255859375,0.125,75,,0.447479248046875,False,11,0.18386933,0.2837823,0.23382582
heme Metabolism,-0.432081069040605,-2.472216511312028,0.330322265625,0.125,75,,0.4897881869612069,False,12,0.18972836,0.29013166,0.23993
heme Metabolism,-0.4285044001618285,-2.4517520649588453,0.298095703125,0.125,75,,0.512724609375,False,13,0.19306645,0.2966269,0.24484667
heme Metabolism,-0.4309641791100257,-2.4658260583958027,0.314208984375,0.125,75,,0.4897881869612069,False,14,0.19554882,0.3068756,0.2512122
heme Metabolism,-0.4209001179409591,-2.408243026007308,0.281982421875,0.125,75,,0.5511474609375,False,15,0.20150526,0.32046595,0.2609856
heme Metabolism,-0.4122207992546201,-2.3585830050048835,0.30615234375,0.125,75,,0.5063288762019231,False,16,0.20878883,0.3290421,0.26891547
heme Metabolism,-0.4086618308792281,-2.338219834731264,0.443115234375,0.125,75,,0.6582275390625,False,17,0.21349767,0.3371567,0.2753272
heme Metabolism,-0.4059392040837127,-2.3226419179922613,0.4189453125,0.125,75,,0.6331408270474138,False,18,0.21726413,0.34625778,0.28176096
