Pathway,ES,NES,P-value,log2err,Size,n_levels,padj,pval_capped,window_id,pt_start,pt_end,pt_mid
heme Metabolism,-0.3998312462273701,-2.2876943228653177,0.43505859375,0.125,75,,0.69287109375,False,19,0.2201002,0.3586161,0.28935814
heme Metabolism,-0.3901353086205871,-2.232217564539931,0.507568359375,0.125,75,,0.7040464339717742,False,20,0.2248327,0.37216806,0.2985004
heme Metabolism,-0.3690392925484688,-2.1115135508875915,0.609375,0.125,75,,0.7278645833333334,False,21,0.2288458,0.38192362,0.3053847
heme Metabolism,0.3720653435993268,2.2503969398219312,0.609375,0.125,75,,0.7678571428571429,False,22,0.23128623,0.39256674,0.31192648
heme Metabolism,0.3731704219742447,2.257080886703737,0.65625,0.125,75,,0.762668918918919,False,23,0.23595017,0.40533242,0.32064128
heme Metabolism,0.3794180705508119,2.2948691125615324,0.515625,0.125,75,,0.7450495049504949,False,24,0.23934238,0.4282671,0.33380473
heme Metabolism,0.3986234230885445,2.4110306076392827,0.37060546875,0.125,75,,0.678436279296875,False,25,0.24272536,0.43868947,0.34070742
heme Metabolism,0.4010083444918954,2.4254555464844243,0.410888671875,0.125,75,,0.6092487203663793,False,26,0.2474077,0.45324066,0.35032418
heme Metabolism,0.3786685299842843,2.2903355976126027,0.3544921875,0.125,75,,0.762158203125,False,27,0.25398275,0.4673708,0.36067677
heme Metabolism,0.3722095492983238,2.251269152376286,0.475341796875,0.125,75,,0.7547345842633929,False,28,0.25795972,0.48185965,0.3699097
heme Metabolism,-0.3611970922806723,-2.0666432282184903,0.49951171875,0.125,75,,0.7152217741935484,False,29,0.26505446,0.49474013,0.3798973
heme Metabolism,-0.3799642230557138,-2.174022176051193,0.394775390625,0.125,75,,0.7698567708333334,False,30,0.27504984,0.5032464,0.38914812
heme Metabolism,-0.3796155638799683,-2.1720272703891323,0.27392578125,0.125,75,,0.6707342417410058,False,31,0.28409222,0.51037616,0.3972342
heme Metabolism,-0.3953981429872762,-2.262329659120975,0.233642578125,0.125,75,,0.5909782858455882,False,32,0.29051244,0.5158443,0.40317836
heme Metabolism,-0.4086311698814665,-2.3380444032431686,0.185302734375,0.125,75,,0.4725279311579821,False,33,0.29691336,0.5206727,0.40879303
heme Metabolism,-0.4075330400673361,-2.331761289141259,0.120849609375,0.125,75,,0.346435546875,False,34,0.3077209,0.5242823,0.4160016
heme Metabolism,-0.4385925628824774,-2.509472997982289,0.040283203125,0.125,75,,0.157470703125,False,35,0.3217426,0.5282436,0.4249931
heme Metabolism,-0.4778739404606855,-2.7342272795145863,0.0114886627294709,0.0995037190209989,75,,0.0617515621709062,False,36,0.32929364,0.53062856,0.4299611
heme Metabolism,-0.4915069749246097,-2.8122307268209807,0.008056640625,0.125,75,,0.0476369193889848,False,37,0.33782366,0.532687,0.43525535
heme Metabolism,-0.5178559387070815,-2.962990267070284,0.0004579672029758,0.0995037190209989,75,,0.0038612921035217,False,38,0.34628305,0.5343523,0.4403177
heme Metabolism,-0.567766199566264,-3.2485592952481097,2.69712693478664e-05,0.0995037190209989,75,,0.0002899411454895,False,39,0.35881686,0.5358906,0.44735372
heme Metabolism,-0.6152224413386088,-3.5200872858978944,2.286898448462148e-07,0.0995037190209989,75,,2.458415832096809e-06,False,40,0.37224513,0.5374953,0.45487022
heme Metabolism,-0.6750286334207564,-3.8622773658115537,3.5666981266210363e-10,0.0995037190209989,75,,5.112267314823485e-09,False,41,0.38207498,0.5389912,0.46053308
heme Metabolism,-0.6948057097247905,-3.975434868159143,4.2698613657227876e-11,0.0995037190209989,75,,6.120134624202662e-10,False,42,0.3951035,0.5415561,0.46832982
heme Metabolism,-0.7190846104751261,-4.114350232918724,9.572830142907904e-11,0.0995037190209989,75,,1.3721056538167995e-09,False,43,0.40581757,0.54339856,0.47460806
heme Metabolism,-0.743139111585498,-4.251981661549647,8.680486689329498e-13,0.0995037190209989,75,,1.2442030921372278e-11,False,44,0.42963493,0.544636,0.48713547
heme Metabolism,-0.7475406993328966,-4.2771660046852285,2.486049491055631e-12,0.0995037190209989,75,,3.5633376038464035e-11,False,45,0.43990365,0.5459433,0.4929235
heme Metabolism,-0.7458177434598677,-4.267307854762064,2.3802601510107104e-12,0.0995037190209989,75,,5.1175593246730277e-11,False,46,0.45390737,0.5468022,0.50035477
heme Metabolism,-0.7359576441316568,-4.2108918205754575,7.157039310657244e-12,0.0995037190209989,75,,1.5387634517913074e-10,False,47,0.4679509,0.5478123,0.5078816
heme Metabolism,-0.7328320874496043,-4.193008480179247,3.335804265169572e-11,0.0995037190209989,75,,7.17197917011458e-10,False,48,0.4821023,0.5487874,0.5154449
heme Metabolism,-0.7206992635562628,-4.123588712207091,3.1912562185556644e-10,0.0995037190209989,75,,6.8612008698946794e-09,False,49,0.49533048,0.5493379,0.5223342
heme Metabolism,-0.7407710684537083,-4.2384325483174745,3.1324015660738663e-11,0.0995037190209989,75,,1.3469326734117624e-09,False,50,0.50334394,0.5499651,0.5266545
heme Metabolism,-0.7433311683743371,-4.253080543214451,4.1087345217332487e-11,0.0995037190209989,75,,1.7667558443452967e-09,False,51,0.510644,0.55079466,0.53071934
heme Metabolism,-0.752665530035714,-4.306488490646754,1.4995410866006196e-11,0.0995037190209989,75,,6.448026672382663e-10,False,52,0.51605463,0.55180603,0.5339303
heme Metabolism,-0.7574132049742582,-4.3336530234495285,4.556720249876054e-12,0.0995037190209989,75,,1.9593897074467031e-10,False,53,0.52074814,0.55257773,0.53666294
heme Metabolism,-0.748453966291389,-4.282391398287948,2.4408323891484668e-11,0.0995037190209989,75,,5.772568600336125e-10,False,54,0.52437645,0.5531619,0.5387692
heme Metabolism,-0.7413300664587963,-4.2416309390755735,6.847890869555415e-11,0.0995037190209989,75,,1.472296536954414e-09,False,55,0.52825063,0.5539437,0.54109716
heme Metabolism,-0.7596709326026408,-4.346570950016703,9.438993873475497e-12,0.0995037190209989,75,,4.058767365594463e-10,False,56,0.53069,0.55481714,0.5427536
heme Metabolism,-0.7528590479997387,-4.307595732644094,2.8476377873398784e-11,0.0995037190209989,75,,1.2244842485561478e-09,False,57,0.53270656,0.5552683,0.5439874
heme Metabolism,-0.7460911307104106,-4.268872080837218,6.445073759581566e-11,0.0995037190209989,75,,1.9552505566889398e-09,False,58,0.53435814,0.55582225,0.5450902
heme Metabolism,-0.7525449133446304,-4.305798364194561,4.7532418976914045e-11,0.0995037190209989,75,,2.0438940160073044e-09,False,59,0.5359037,0.55647045,0.54618704
heme Metabolism,-0.7477999389000257,-4.278649282672077,2.0336242133350862e-11,0.0995037190209989,75,,8.744584117340871e-10,False,60,0.53751814,0.55724984,0.547384
heme Metabolism,-0.7579685086023553,-4.336830276276692,3.875831017135954e-12,0.0995037190209989,75,,1.66660733736846e-10,False,61,0.5390812,0.5579985,0.5485399
heme Metabolism,-0.7516918331003447,-4.300917337886049,1.376291134277281e-11,0.0995037190209989,75,,5.918051877392307e-10,False,62,0.54182404,0.55878276,0.5503034
heme Metabolism,-0.7395627977410829,-4.231519246578706,1.9309159197323048e-11,0.0995037190209989,75,,8.30293845484891e-10,False,63,0.54339933,0.5592333,0.5513163
heme Metabolism,-0.7391710294346812,-4.229277685572931,4.350424787717558e-11,0.0995037190209989,75,,1.8706826587185503e-09,False,64,0.5446714,0.5597453,0.55220836
heme Metabolism,-0.7338410633234881,-4.198781486667288,1.1806490509586414e-10,0.0995037190209989,75,,5.076790919122159e-09,False,65,0.54595035,0.56045663,0.55320346
heme Metabolism,-0.7249624885229129,-4.14798139198219,5.193613061570984e-10,0.0995037190209989,75,,2.233253616475523e-08,False,66,0.5469215,0.5610225,0.553972
heme Metabolism,-0.7318887709691615,-4.187611153738814,1.864199177176083e-10,0.0995037190209989,75,,8.016056461857159e-09,False,67,0.5479327,0.5615704,0.5547515
heme Metabolism,-0.73731654871409,-4.218666996547523,2.2749549280792878e-10,0.0995037190209989,75,,9.782306190740938e-09,False,68,0.5487934,0.5620878,0.55544055
heme Metabolism,-0.7200093445338951,-4.119641237252095,8.922266521082955e-10,0.0995037190209989,75,,3.836574604065672e-08,False,69,0.54934615,0.56275624,0.5560512
heme Metabolism,-0.6911310684944881,-3.954409858331999,2.5291435903042724e-08,0.0995037190209989,75,,1.087531743830837e-06,False,70,0.55013704,0.56336045,0.55674875
heme Metabolism,-0.6629042592550479,-3.792905944220823,1.0118994146250908e-06,0.0995037190209989,75,,2.175583741443945e-05,False,71,0.5508533,0.56394434,0.5573988
heme Metabolism,-0.678183946499195,-3.880330961883687,9.771135031129205e-08,0.0995037190209989,75,,4.201588063385557e-06,False,72,0.5518487,0.56455404,0.5582014
heme Metabolism,-0.6734823554079283,-3.853430104711038,2.316217659339868e-07,0.0995037190209989,75,,6.616339843747728e-06,False,73,0.55259967,0.565052,0.55882585
heme Metabolism,-0.6674236584728571,-3.8187643633186257,4.819273427214229e-07,0.0995037190209989,75,,1.0361437868510592e-05,False,74,0.5531784,0.56569415,0.5594363
heme Metabolism,-0.6623579013676051,-3.78977987578783,5.864417062031777e-07,0.0995037190209989,75,,1.260849668336832e-05,False,75,0.55397874,0.56607985,0.56002927
heme Metabolism,-0.6283201596789499,-3.595027841875974,5.62663592842238e-06,0.0995037190209989,75,,0.000120972672461,False,76,0.5548264,0.56676614,0.56079626
heme Metabolism,-0.6265592411649532,-3.584952483020183,9.551096281859844e-06,0.0995037190209989,75,,0.0002053485700599,False,77,0.5553166,0.5673342,0.56132543
heme Metabolism,-0.5989239450413119,-3.426832999739968,1.8914916166036172e-05,0.0995037190209989,75,,0.0004066706975697,False,78,0.55583763,0.5680916,0.56196463
heme Metabolism,-0.5950362287933764,-3.404588849305923,4.717053167332483e-05,0.0995037190209989,75,,0.0006761109539843,False,79,0.55648947,0.5688108,0.56265014
heme Metabolism,-0.6065775182009111,-3.470624064175419,3.222541272732089e-05,0.0995037190209989,75,,0.0004618975824249,False,80,0.5572837,0.56948316,0.56338346
heme Metabolism,-0.6115320515019406,-3.4989721680621444,8.484609733335335e-06,0.0995037190209989,75,,0.0001216127395111,False,81,0.5580049,0.56993365,0.56396925
heme Metabolism,-0.606581627745591,-3.47064757755043,7.234246193685917e-06,0.0995037190209989,75,,0.0001036908621094,False,82,0.558827,0.5707003,0.56476367
heme Metabolism,-0.5795828236975173,-3.316169878952038,6.173790174891043e-05,0.0995037190209989,75,,0.0008849099250677,False,83,0.5592526,0.5710441,0.56514835
heme Metabolism,-0.5602622148239093,-3.205624123332629,0.0002067653906504,0.0995037190209989,75,,0.0029636372659901,False,84,0.5597518,0.5715261,0.56563896
heme Metabolism,-0.5280903608041987,-3.0215480450086,0.0017327332106639,0.0995037190209989,75,,0.024835842686183,False,85,0.56045926,0.572182,0.56632066
heme Metabolism,-0.5185068641647922,-2.9667146345084574,0.0020708274956715,0.0995037190209989,75,,0.0222613955784689,False,86,0.56102586,0.57300425,0.56701505
heme Metabolism,-0.4891128604690052,-2.798532442607191,0.0067956983783093,0.0995037190209989,75,,0.0487025050445507,False,87,0.56162256,0.5735809,0.56760174
heme Metabolism,-0.5014225708363795,-2.8689642930172625,0.008056640625,0.125,75,,0.0384928385416666,False,88,0.56211287,0.57424086,0.56817687
heme Metabolism,-0.4764395062611775,-2.726019949532996,0.008056640625,0.125,75,,0.0577392578125,False,89,0.56276405,0.5746886,0.5687263
heme Metabolism,-0.4591324151203787,-2.6269948370093927,0.0155917565614248,0.0995037190209989,75,,0.0784146821217857,False,90,0.563368,0.5751997,0.56928384
heme Metabolism,-0.4421410181916246,-2.529776016173772,0.024169921875,0.125,75,,0.115478515625,False,91,0.56396264,0.5758269,0.5698948
heme Metabolism,-0.4451606883966162,-2.547053511242169,0.0230770869560325,0.0995037190209989,75,,0.1417592484441997,False,92,0.56466687,0.5763225,0.57049465
heme Metabolism,-0.405961763553038,-2.3227709953727547,0.08056640625,0.125,75,,0.2886962890625,False,93,0.5650605,0.5766721,0.5708663
heme Metabolism,-0.3802297292083967,-2.1755413092452835,0.104736328125,0.125,75,,0.3056784237132353,False,94,0.56570446,0.57717675,0.5714406
heme Metabolism,-0.3777644825885642,-2.1614360317066525,0.1640928233593872,0.0995037190209989,75,,0.4409994627783532,False,95,0.5661157,0.57775974,0.5719377
heme Metabolism,-0.3700388295161474,-2.117232551260944,0.201416015625,0.125,75,,0.5279017857142857,False,96,0.5668923,0.578158,0.57252514
heme Metabolism,-0.4001584558850784,-2.28956650189932,0.064453125,0.125,75,,0.3810791015625,False,97,0.5673394,0.57855,0.5729447
heme Metabolism,-0.4097123834922422,-2.344230728755532,0.064453125,0.125,75,,0.3079427083333333,False,98,0.5680965,0.5789944,0.57354546
heme Metabolism,-0.3930581884126802,-2.24894125877314,0.088623046875,0.125,75,,0.346435546875,False,99,0.5688797,0.57960206,0.5742409
heme Metabolism,-0.3841898742195243,-2.19819987168922,0.17724609375,0.125,75,,0.4234212239583333,False,100,0.56951237,0.5802133,0.57486284
heme Metabolism,-0.3656416029654407,-2.092073161365028,0.2578125,0.125,75,,0.4970596976902174,False,101,0.5699687,0.5805666,0.5752677
heme Metabolism,-0.3719095740222308,-2.127936295969442,0.193359375,0.125,75,,0.4619140625,False,102,0.57072055,0.58112556,0.5759231
heme Metabolism,-0.3673272486380963,-2.101717835392089,0.169189453125,0.125,75,,0.446276379426983,False,103,0.5710625,0.5818601,0.5764613
heme Metabolism,-0.3944246846582937,-2.256759871582427,0.104736328125,0.125,75,,0.3752667992830876,False,104,0.57155854,0.5822358,0.57689714
heme Metabolism,-0.3916903272615847,-2.2411148364528346,0.17724609375,0.125,75,,0.476348876953125,False,105,0.572193,0.58278584,0.57748944
heme Metabolism,-0.3771642194640833,-2.158001536391298,0.12890625,0.125,75,,0.346435546875,False,106,0.5730358,0.5834959,0.57826585
heme Metabolism,-0.4251872571818323,-2.432772534881913,0.056396484375,0.125,75,,0.2192570063227029,False,107,0.57361126,0.5841779,0.5788946
heme Metabolism,-0.4014963583129681,-2.2972215109005183,0.12890625,0.125,75,,0.4263822115384615,False,108,0.57425976,0.5849586,0.57960916
heme Metabolism,-0.4249314336304952,-2.4313088021407343,0.104736328125,0.125,75,,0.3216901506696428,False,109,0.57469136,0.58572596,0.58020866
heme Metabolism,-0.4136489589876435,-2.3667544346873064,0.08056640625,0.125,75,,0.2664888822115384,False,110,0.57523036,0.5864023,0.5808163
heme Metabolism,-0.3865075438221203,-2.2114607652340967,0.104736328125,0.125,75,,0.300244140625,False,111,0.5758998,0.5873221,0.5816109
heme Metabolism,-0.3954555295101447,-2.262658004701301,0.1611328125,0.125,75,,0.4075712316176471,False,112,0.57635033,0.58778036,0.58206534
heme Metabolism,-0.4023988024711309,-2.302384980231172,0.056396484375,0.125,75,,0.20208740234375,False,113,0.57670903,0.58830214,0.5825056
heme Metabolism,-0.4085544857394622,-2.3376056434464485,0.0322265625,0.125,75,,0.1259765625,False,114,0.57721835,0.5892837,0.583251
heme Metabolism,-0.4128558642276183,-2.362216624305743,0.064453125,0.125,75,,0.2150405254318816,False,115,0.5778336,0.5898045,0.58381903
heme Metabolism,-0.4216886173869141,-2.4127545436115816,0.040283203125,0.125,75,,0.157470703125,False,116,0.5781652,0.59060305,0.5843841
heme Metabolism,-0.3724531121595649,-2.1310462307801217,0.12890625,0.125,75,,0.3959263392857143,False,117,0.5785594,0.5910609,0.58481014
heme Metabolism,-0.3723161968636331,-2.130262849420681,0.136962890625,0.125,75,,0.4206717354910714,False,118,0.5790803,0.59181607,0.58544815
heme Metabolism,-0.3628147206473,-2.0758987310481407,0.169189453125,0.125,75,,0.4279497931985294,False,119,0.57963634,0.5925293,0.5860828
heme Metabolism,-0.3437788713686742,-1.9669822700748332,0.314208984375,0.125,75,,0.540439453125,False,120,0.58022624,0.5933847,0.58680546
heme Metabolism,0.3597013791654413,2.1756148398367032,0.233642578125,0.125,75,,0.4619140625,False,121,0.5806254,0.59400475,0.5873151
heme Metabolism,0.3807544273309897,2.302951921832425,0.12890625,0.125,75,,0.3871926700367647,False,122,0.58122325,0.59464943,0.58793634
heme Metabolism,0.3791138886645825,2.293029301362516,0.0966796875,0.125,75,,0.2959969585356489,False,123,0.5818719,0.5957686,0.5888202
heme Metabolism,0.388892550903103,2.3521744809813323,0.136962890625,0.125,75,,0.41572265625,False,124,0.5822418,0.5967761,0.58950895
heme Metabolism,0.4219031299620907,2.5518353937055624,0.040283203125,0.125,75,,0.157470703125,False,125,0.58285904,0.5980705,0.5904648
heme Metabolism,0.4427496686104769,2.677923425249634,0.0286025866497304,0.0995037190209989,75,,0.1366568028820454,False,126,0.58351606,0.5989476,0.5912318
heme Metabolism,0.4543793998689403,2.748264595383398,0.0322265625,0.125,75,,0.1539713541666666,False,127,0.58422947,0.5998544,0.59204197
heme Metabolism,0.4496289107779931,2.719531776547045,0.0263273808935018,0.0995037190209989,75,,0.1174006170213936,False,128,0.58496183,0.6008707,0.59291625
heme Metabolism,0.4686609589439672,2.834645058899336,0.0155917565614248,0.0995037190209989,75,,0.08660888671875,False,129,0.5857439,0.6015973,0.5936706
heme Metabolism,0.4703861629809345,2.8450797686946685,0.01611328125,0.125,75,,0.0989815848214285,False,130,0.5864408,0.6022969,0.5943688
heme Metabolism,0.4513901236245769,2.7301842817279502,0.024169921875,0.125,75,,0.115478515625,False,131,0.58733857,0.60321397,0.59527624
heme Metabolism,0.4601982804029801,2.7834594641672377,0.030552763012212,0.0995037190209989,75,,0.1459743121694576,False,132,0.5878211,0.60387146,0.5958463
heme Metabolism,0.4742040950659766,2.86817211746736,0.01611328125,0.125,75,,0.0769856770833333,False,133,0.5883079,0.6047593,0.5965336
heme Metabolism,0.4902313033808268,2.9651109513740947,0.008056640625,0.125,75,,0.043304443359375,False,134,0.5893011,0.6057535,0.59752727
heme Metabolism,0.5030187653219416,3.0424545301712738,0.0058840803031703,0.0995037190209989,75,,0.0421692421727207,False,135,0.5898549,0.6064537,0.5981543
heme Metabolism,0.5055566800628727,3.057804832651128,0.0085344351704641,0.0995037190209989,75,,0.0611634520549928,False,136,0.59060925,0.6078607,0.59923494
heme Metabolism,0.4803198331535226,2.9051624970168914,0.01611328125,0.125,75,,0.0989815848214285,False,137,0.591067,0.6092897,0.60017836
heme Metabolism,0.4863827368014264,2.941833313179686,0.0109962914696364,0.0995037190209989,75,,0.059105066649296,False,138,0.59184414,0.6102418,0.601043
heme Metabolism,0.4657413049724155,2.8169858480215977,0.0276274984684896,0.0995037190209989,75,,0.1187982434145054,False,139,0.59254616,0.611983,0.6022646
heme Metabolism,0.4659919907063838,2.8185020935367584,0.0149352615483122,0.0995037190209989,75,,0.08660888671875,False,140,0.5934515,0.61417985,0.6038157
heme Metabolism,0.4819281710962216,2.9148903548964658,0.0139505190286432,0.0995037190209989,75,,0.0749840397789576,False,141,0.5940377,0.6154718,0.60475475
heme Metabolism,0.5057472334151885,3.058957373967596,0.0049724622280312,0.0995037190209989,75,,0.026726984475668,False,142,0.5946534,0.61672604,0.60568976
heme Metabolism,0.5249170812244232,3.174904122539832,0.0031804065339685,0.0995037190209989,75,,0.019536782994378,False,143,0.595849,0.6185356,0.6071923
heme Metabolism,0.5386347948488575,3.2578742279066586,0.0025108472636593,0.0995037190209989,75,,0.0154237760481931,False,144,0.5968885,0.61990666,0.6083976
heme Metabolism,0.5323405139447469,3.2198039514655297,0.008056640625,0.125,75,,0.0494907924107142,False,145,0.59812623,0.6212248,0.6096755
heme Metabolism,0.5560899510834507,3.3634498501735464,0.0005172335468903,0.0995037190209989,75,,0.0049551734429665,False,146,0.5989675,0.6231707,0.6110691
heme Metabolism,0.5683736545862924,3.437746500608809,0.008056640625,0.125,75,,0.0494907924107142,False,147,0.5998945,0.62519085,0.6125427
heme Metabolism,0.5514864851304455,3.3356062848659067,0.0026363896268423,0.0995037190209989,75,,0.0161949648506028,False,148,0.6008861,0.6280446,0.61446536
heme Metabolism,0.580068716769703,3.5084828177674323,0.000258456738313,0.0995037190209989,75,,0.0027784099368657,False,149,0.60166025,0.63179284,0.6167265
heme Metabolism,0.5841008047660367,3.532870465378637,0.0003717616118274,0.0995037190209989,75,,0.003996437327145,False,150,0.6024046,0.6342901,0.61834735
heme Metabolism,0.589456255951487,3.565262331932276,0.0003286588162532,0.0995037190209989,75,,0.0035330822747224,False,151,0.6032459,0.63678354,0.6200147
heme Metabolism,0.6167590945803597,3.7304005947558982,3.082430782613303e-05,0.0995037190209989,75,,0.0003313613091309,False,152,0.6039783,0.6414368,0.62270755
heme Metabolism,0.6187598464482469,3.742501925767488,5.202632169852002e-05,0.0995037190209989,75,,0.000559282958259,False,153,0.6047596,0.652235,0.62849724
heme Metabolism,0.7064130814992226,4.272663026008605,1.69643605089273e-08,0.0995037190209989,75,,2.431558339612913e-07,False,154,0.6057908,0.6650689,0.63542986
heme Metabolism,0.7562996580874025,4.574396582287173,4.1892979437280175e-11,0.0995037190209989,75,,9.006990579015238e-10,False,155,0.60648346,0.68365765,0.64507055
heme Metabolism,0.7853011309179985,4.749808850134901,3.7763092132102164e-13,0.0995037190209989,75,,1.6238129616803928e-11,False,156,0.6079155,0.71014744,0.6590315
heme Metabolism,0.8318909699949477,5.031602446580342,2.7361580032193495e-15,0.0995037190209989,75,,1.1765479413843205e-13,False,157,0.6093667,0.7469485,0.67815757
heme Metabolism,0.8433298355346798,5.100789186083198,6.61315857452693e-16,0.0995037190209989,75,,2.84365818704658e-14,False,158,0.61032885,0.81340647,0.7118677
