window_size,step,window_pct,step_pct,n_windows,smoothness,peak_shift,sig_overlap,runtime_s
100,20,2.796420581655481,0.5592841163310962,174,0.18584917697912542,0.020975946666666617,0.4765250965250966,7.580404758453369
100,50,2.796420581655481,1.3982102908277405,70,0.2792190263710976,0.013008699999999984,0.43452380952380953,3.0311639308929443
100,100,2.796420581655481,2.796420581655481,35,0.47802699106624,0.015206219999999973,0.38376068376068373,1.5622930526733398
500,20,13.982102908277405,0.5592841163310962,154,0.06273257935779449,0.008319139999999966,0.6075091575091576,7.895377159118652
500,50,13.982102908277405,1.3982102908277405,62,0.12732764434488994,0.0,1.0,3.221475839614868
500,100,13.982102908277405,2.796420581655481,31,0.2422901773481152,0.057596816666666606,0.6917211328976035,1.5613889694213867
1000,20,27.96420581655481,0.5592841163310962,129,0.04902821989322311,0.08414612666666667,0.48312940304041524,7.250539064407349
1000,50,27.96420581655481,1.3982102908277405,52,0.10541687332115594,0.08538125666666668,0.3873626373626373,2.923590898513794
1000,100,27.96420581655481,2.796420581655481,26,0.21659623591668117,0.08573030000000005,0.3227931488801054,1.423705816268921
